volatile_acidity,citric_acid,chlorides,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality
0.25,0.28,0.028,78.0,0.99238,2.94,0.37,11.5,7
0.3,0.21,0.026,143.0,0.99244,2.92,0.35,11.1,5
0.26,0.24,0.023,130.0,0.99176,3.14,0.49,12.8,7
0.32,0.32,0.037,76.0,0.98993,3.3,0.46,12.3,6
0.24,0.3,0.041,102.0,0.9929,3.26,0.53,10.4,6
0.25,0.28,0.028,78.0,0.99238,2.94,0.37,11.5,7
0.24,0.35,0.032,104.0,0.98988,3.16,0.37,11.7,7
0.28,0.28,0.044,158.0,0.992,3.35,0.44,10.7,7
0.19,0.71,0.042,114.0,0.99784,2.85,0.5,9.5,6
0.19,0.71,0.042,114.0,0.99784,2.85,0.5,9.5,6
0.19,0.71,0.042,114.0,0.99784,2.85,0.5,9.5,6
0.19,0.35,0.037,107.0,0.99006,3.18,0.68,12.0,7
0.28,0.36,0.053,186.0,0.99211,3.31,0.45,10.8,5
0.28,0.27,0.043,158.0,0.99202,3.35,0.44,10.7,7
0.28,0.28,0.044,158.0,0.992,3.35,0.44,10.7,7
0.19,0.32,0.049,107.0,0.99332,3.12,0.44,10.7,7
0.16,0.29,0.031,123.0,0.98958,3.12,0.4,12.1,7
0.17,0.28,0.034,108.0,0.98939,3.0,0.52,11.9,7
0.19,0.28,0.042,137.0,0.99492,3.18,0.37,10.8,6
0.2,0.24,0.033,169.0,0.99043,3.59,0.56,12.3,7
0.39,0.38,0.053,226.0,0.99787,3.3,0.57,9.4,6
0.12,0.3,0.049,88.0,0.99654,3.2,0.35,9.9,6
0.295,0.24,0.039,140.0,0.99304,3.35,0.61,10.4,7
0.26,0.24,0.038,137.0,0.9952,3.35,0.6,10.4,6
0.32,0.27,0.027,122.0,0.99165,3.15,0.6,12.6,7
0.36,0.23,0.017,69.0,0.9892,2.93,0.36,12.5,6
0.35,0.48,0.056,167.0,0.99628,3.04,0.47,9.4,5
0.38,0.24,0.047,151.0,0.99604,3.11,0.6,9.2,5
0.14,0.18,0.047,90.0,0.99164,3.27,0.54,11.2,6
0.16,0.25,0.044,149.0,0.998,2.91,0.46,9.2,6
0.16,0.25,0.044,149.0,0.998,2.91,0.46,9.2,6
0.35,0.48,0.056,167.0,0.99628,3.04,0.47,9.4,5
0.14,0.18,0.047,90.0,0.99164,3.27,0.54,11.2,6
0.16,0.18,0.046,114.0,0.99226,3.27,0.55,10.8,6
0.16,0.25,0.044,149.0,0.998,2.91,0.46,9.2,6
0.38,0.24,0.047,151.0,0.99604,3.11,0.6,9.2,5
0.24,0.3,0.037,95.0,0.98914,2.96,0.36,12.5,6
0.32,0.61,0.041,188.0,0.99794,3.0,0.54,9.3,5
0.29,0.33,0.041,117.0,0.99048,3.21,0.5,11.4,5
0.27,0.24,0.044,118.0,0.99726,3.04,0.56,10.0,7
0.45,0.28,0.031,122.0,1.00295,3.06,0.42,10.6,6
0.2,0.26,0.04,168.0,0.99278,3.07,0.75,10.7,7
0.27,0.24,0.044,118.0,0.99726,3.04,0.56,10.0,7
0.24,0.3,0.037,95.0,0.98914,2.96,0.36,12.5,6
0.45,0.28,0.031,122.0,1.00295,3.06,0.42,10.6,6
0.36,0.28,0.029,93.0,0.99054,3.19,0.27,12.8,7
0.32,0.61,0.041,188.0,0.99794,3.0,0.54,9.3,5
0.29,0.33,0.041,117.0,0.99048,3.21,0.5,11.4,5
0.37,0.2,0.117,183.0,0.99459,3.24,0.43,9.5,5
0.38,0.2,0.117,181.0,0.99459,3.24,0.43,9.5,6
0.36,0.2,0.118,172.0,0.9946,3.24,0.43,9.5,6
0.3,0.25,0.036,124.0,0.99362,3.06,0.38,10.8,6
0.3,0.25,0.036,124.0,0.99362,3.06,0.38,10.8,6
0.21,0.51,0.045,125.0,0.99966,3.2,0.47,8.8,6
0.3,0.25,0.036,124.0,0.99362,3.06,0.38,10.8,6
0.31,0.27,0.021,156.0,0.99442,3.08,0.38,11.0,7
0.58,0.0,0.02,96.0,0.98918,3.29,0.38,12.4,6
0.26,0.39,0.02,66.0,0.99089,3.25,0.75,11.3,7
0.3,0.34,0.018,127.0,0.99474,3.12,0.49,11.2,7
0.29,0.32,0.014,89.0,0.99008,3.24,0.66,12.5,7
0.13,0.32,0.017,99.0,0.99348,3.12,0.44,10.0,6
0.19,0.33,0.047,130.0,0.99283,3.12,0.56,11.0,6
0.25,0.4,0.052,152.0,0.99398,3.16,0.88,10.5,6
0.25,0.4,0.052,152.0,0.99398,3.16,0.88,10.5,6
0.19,0.33,0.047,130.0,0.99283,3.12,0.56,11.0,6
0.24,0.23,0.046,133.0,0.9908,3.12,0.54,11.4,7
0.18,0.28,0.039,139.0,0.99165,3.16,0.44,11.3,6
0.33,0.22,0.031,73.0,0.99076,2.97,0.52,12.2,7
0.29,0.24,0.037,95.0,0.98942,2.9,0.66,12.6,7
0.31,0.25,0.032,138.0,0.99244,2.9,0.37,11.1,5
0.29,0.37,0.035,126.0,0.99058,3.26,0.47,12.3,6
0.19,0.6,0.037,122.0,0.99255,2.92,0.59,10.4,4
0.32,0.17,0.06,190.0,0.99916,3.13,0.48,8.8,6
0.085,0.33,0.036,109.0,0.99306,3.27,0.61,9.5,6
0.32,0.17,0.06,190.0,0.99916,3.13,0.48,8.8,6
0.18,0.32,0.047,109.0,0.99498,3.42,0.44,10.4,6
0.52,0.26,0.038,130.0,0.99,3.11,0.27,13.0,7
0.28,0.28,0.03,191.0,0.99338,3.16,0.46,12.2,7
0.15,0.47,0.035,128.0,0.99456,3.03,0.34,10.5,8
0.275,0.3,0.043,149.0,0.9926,3.33,0.42,10.8,7
0.53,0.16,0.036,128.0,0.98856,3.2,0.53,13.2,8
0.32,0.28,0.032,115.0,0.98946,3.16,0.57,13.0,8
0.22,0.39,0.049,152.0,0.99346,3.5,0.47,10.0,6
0.6,0.12,0.05,76.0,0.99268,3.42,0.48,10.4,4
0.26,0.31,0.034,145.0,0.98944,3.16,0.54,12.4,6
0.29,0.54,0.035,155.0,0.98976,3.27,0.34,12.9,8
0.53,0.16,0.036,128.0,0.98856,3.2,0.53,13.2,8
0.21,0.26,0.038,152.0,0.99523,3.02,0.56,10.5,7
0.32,0.28,0.032,115.0,0.98946,3.16,0.57,13.0,8
0.27,0.26,0.03,82.0,0.99402,3.07,0.36,11.2,5
0.37,0.32,0.029,102.0,0.98916,3.41,0.55,12.7,7
0.21,0.18,0.044,155.0,0.99655,3.14,0.52,9.4,6
0.3,0.29,0.025,95.0,0.99071,3.03,0.32,12.9,7
0.41,0.29,0.032,74.0,0.98889,2.96,0.35,13.0,8
0.3,0.3,0.029,93.0,0.98742,3.31,0.4,13.6,7
0.34,0.2,0.053,112.0,0.99336,3.32,0.55,9.1,5
0.25,0.19,0.049,166.0,0.992,3.25,0.43,10.4,6
0.3,0.3,0.029,93.0,0.98742,3.31,0.4,13.6,7
0.58,0.58,0.032,169.0,0.99275,3.28,0.44,12.2,6
0.23,0.25,0.085,111.0,1.00044,3.1,0.51,8.7,5
0.2,0.27,0.037,105.0,0.99444,3.04,0.37,10.5,7
0.15,0.41,0.044,183.0,0.99742,3.24,0.78,10.2,6
0.22,0.26,0.027,122.0,0.99228,3.06,0.34,12.5,8
0.16,0.44,0.051,122.0,0.99058,3.11,0.75,11.3,7
0.15,0.41,0.044,183.0,0.99742,3.24,0.78,10.2,6
0.31,0.3,0.028,122.0,0.99164,3.13,0.63,12.6,7
0.15,0.41,0.044,183.0,0.99742,3.24,0.78,10.2,6
0.3,0.37,0.087,177.0,0.99438,3.09,0.5,9.8,5
0.16,0.27,0.03,98.0,0.99402,3.15,0.34,10.8,5
0.21,0.35,0.04,186.0,0.99128,3.32,0.56,12.5,6
0.22,0.26,0.027,122.0,0.99228,3.06,0.34,12.5,8
0.21,0.24,0.027,150.0,0.991,3.3,0.31,11.5,7
0.22,0.26,0.027,112.0,0.9931,2.98,0.41,11.4,6
0.2,0.27,0.037,105.0,0.99444,3.04,0.37,10.5,7
0.31,0.3,0.028,122.0,0.99164,3.13,0.63,12.6,7
0.23,0.25,0.085,111.0,1.00044,3.1,0.51,8.7,5
0.15,0.4,0.053,146.0,0.99112,3.17,0.68,11.0,6
0.16,0.44,0.051,122.0,0.99058,3.11,0.75,11.3,7
0.15,0.41,0.044,182.0,0.99742,3.24,0.78,10.2,6
0.22,0.34,0.036,96.0,0.98961,3.06,0.74,11.6,6
0.3,0.37,0.087,177.0,0.99438,3.09,0.5,9.8,5
0.3,0.27,0.076,145.0,0.99344,3.1,0.52,10.1,5
0.26,0.22,0.05,139.0,0.99904,3.06,0.5,9.2,5
0.24,0.31,0.05,180.0,0.99884,3.05,0.53,9.1,6
0.24,0.31,0.05,180.0,0.99884,3.05,0.53,9.1,6
0.24,0.31,0.05,180.0,0.99884,3.05,0.53,9.1,6
0.24,0.31,0.05,180.0,0.99884,3.05,0.53,9.1,6
0.15,0.34,0.037,79.0,0.98949,2.96,0.5,11.7,6
0.34,0.43,0.041,114.0,0.99014,3.23,0.44,12.6,6
0.35,0.46,0.088,183.0,0.99786,2.86,0.47,9.0,5
0.31,0.09,0.039,141.0,0.99206,3.12,0.44,10.1,5
0.67,0.09,0.02,9.0,0.98722,3.3,0.34,13.6,5
0.24,0.31,0.05,180.0,0.99884,3.05,0.53,9.1,6
0.2,0.18,0.045,159.0,0.99666,3.09,0.54,9.2,5
0.28,0.23,0.049,190.0,0.99754,3.12,0.51,8.8,5
0.18,0.3,0.028,95.0,0.99272,2.83,0.36,10.0,4
0.35,0.38,0.036,196.0,0.99712,3.47,0.48,9.1,6
0.22,0.26,0.041,182.0,0.99104,3.04,0.35,11.2,5
0.18,0.24,0.053,119.0,0.99373,3.11,0.52,9.2,6
0.26,0.22,0.05,139.0,0.99904,3.06,0.5,9.2,5
0.3,0.45,0.038,200.0,0.9956,3.18,0.48,9.5,5
0.34,0.27,0.024,152.0,0.99095,3.35,0.6,11.9,7
0.3,0.23,0.068,138.0,0.99382,3.11,0.62,9.8,5
0.31,0.23,0.069,134.0,0.99382,3.11,0.62,9.8,5
0.265,0.28,0.036,150.0,0.99299,3.36,0.44,10.8,7
0.255,0.33,0.051,122.0,0.99048,3.37,0.66,11.3,6
0.26,0.28,0.028,121.0,0.99254,3.17,0.34,12.1,6
0.17,0.28,0.03,111.0,0.9902,3.38,0.34,11.3,7
0.265,0.28,0.036,150.0,0.99299,3.36,0.44,10.8,7
0.2,0.33,0.028,75.0,0.99012,3.36,0.41,13.5,7
0.28,0.41,0.044,126.0,0.99293,3.28,0.45,10.3,5
0.22,0.2,0.035,184.0,1.00022,3.11,0.53,9.0,6
0.34,0.26,0.041,166.0,0.99382,3.08,0.35,11.6,6
0.28,0.41,0.044,126.0,0.99293,3.28,0.45,10.3,5
0.19,0.34,0.029,116.0,0.98954,3.21,0.68,12.5,6
0.21,0.29,0.042,125.0,0.99936,3.39,0.45,8.6,5
0.22,0.46,0.16,74.0,0.9884,3.19,0.33,13.4,6
0.32,0.48,0.026,88.0,0.99144,3.22,0.79,12.7,4
0.21,0.72,0.167,120.0,0.99324,2.97,0.51,9.2,5
0.26,0.18,0.034,135.0,0.99174,3.32,0.35,10.2,6
0.15,0.28,0.051,149.0,0.99792,2.96,0.39,9.0,7
0.15,0.28,0.051,149.0,0.99792,2.96,0.39,9.0,7
0.15,0.28,0.051,149.0,0.99792,2.96,0.39,9.0,7
0.15,0.28,0.051,149.0,0.99792,2.96,0.39,9.0,7
0.15,0.28,0.051,149.0,0.99792,2.96,0.39,9.0,7
0.15,0.28,0.051,149.0,0.99792,2.96,0.39,9.0,7
0.15,0.28,0.051,149.0,0.99792,2.96,0.39,9.0,7
0.27,0.28,0.04,121.0,0.99043,3.02,0.4,11.9,5
0.22,0.3,0.07,194.0,0.99654,2.89,0.42,9.0,6
0.24,0.25,0.055,134.0,0.99758,3.3,0.51,9.0,5
0.28,0.29,0.051,143.0,0.99374,3.43,0.59,11.0,6
0.15,0.28,0.051,149.0,0.99792,2.96,0.39,9.0,7
0.17,0.23,0.039,108.0,0.99243,3.28,0.5,10.0,5
0.26,0.34,0.04,184.0,0.99216,3.29,0.46,10.7,5
0.27,0.33,0.042,183.0,0.99215,3.29,0.46,10.7,5
0.46,0.15,0.026,130.0,0.98953,3.39,0.77,13.4,8
0.19,0.32,0.015,124.0,0.99278,2.99,0.39,11.0,6
0.17,0.23,0.039,108.0,0.99243,3.28,0.5,10.0,5
0.26,0.34,0.04,184.0,0.99216,3.29,0.46,10.7,5
0.27,0.33,0.042,183.0,0.99215,3.29,0.46,10.7,5
0.19,0.32,0.015,124.0,0.99278,2.99,0.39,11.0,6
0.2,0.32,0.016,101.0,0.99186,2.99,0.39,11.0,6
0.17,0.28,0.028,98.0,0.99072,3.16,0.37,11.1,7
0.2,0.35,0.025,40.0,0.99244,2.79,0.52,10.9,5
0.39,0.24,0.017,80.0,0.99084,3.03,0.37,11.5,5
0.46,0.15,0.026,130.0,0.98953,3.39,0.77,13.4,8
0.4,0.17,0.033,186.0,0.99754,3.08,0.49,9.4,5
0.4,0.17,0.033,186.0,0.99754,3.08,0.49,9.4,5
0.4,0.17,0.033,186.0,0.99754,3.08,0.49,9.4,5
0.24,0.29,0.035,134.0,0.99567,3.17,0.38,10.6,6
0.4,0.17,0.033,186.0,0.99754,3.08,0.49,9.4,5
0.27,0.31,0.014,143.0,0.99094,3.03,0.65,12.0,4
0.27,0.28,0.042,125.0,0.99532,3.14,0.42,10.2,6
0.24,0.29,0.035,134.0,0.99567,3.17,0.38,10.6,6
0.61,0.12,0.009,100.0,0.9874,3.26,0.37,13.5,5
0.42,0.39,0.04,248.0,0.99794,3.31,0.58,9.7,5
0.33,0.28,0.018,103.0,0.99122,3.24,0.32,12.2,6
0.33,0.31,0.04,135.0,0.99226,3.11,0.57,12.3,5
0.33,0.28,0.018,103.0,0.99122,3.24,0.32,12.2,6
0.15,0.3,0.022,100.0,0.99099,3.42,0.57,11.4,7
0.32,0.45,0.022,97.0,0.99134,3.2,0.7,12.7,7
0.42,0.39,0.04,248.0,0.99794,3.31,0.58,9.7,5
0.25,0.29,0.02,113.0,0.99338,3.13,0.29,10.8,6
0.27,0.3,0.018,96.0,0.9938,3.08,0.29,11.0,6
0.27,0.45,0.05,196.0,0.9955,3.18,0.48,9.5,5
0.25,0.27,0.064,140.0,0.99776,3.2,0.49,10.1,6
0.19,0.31,0.027,100.0,0.98964,3.46,0.4,13.2,7
0.29,0.48,0.037,182.0,0.99808,3.02,0.34,8.8,5
0.34,0.44,0.043,201.0,0.99551,3.18,0.48,9.5,5
0.27,0.52,0.044,202.0,0.99548,3.18,0.48,9.5,5
0.26,0.52,0.047,191.0,0.99541,3.16,0.47,9.5,6
0.27,0.45,0.05,196.0,0.9955,3.18,0.48,9.5,5
0.26,0.5,0.051,197.0,0.99536,3.18,0.47,9.5,5
0.25,0.3,0.043,133.0,0.99524,3.03,0.58,10.4,6
0.32,0.26,0.049,170.0,0.9961,3.14,0.55,9.9,6
0.24,0.45,0.046,113.0,0.99224,3.22,0.48,10.0,5
0.25,0.27,0.064,140.0,0.99776,3.2,0.49,10.1,6
0.13,0.29,0.056,95.0,0.99702,3.17,0.39,9.4,6
0.39,0.21,0.098,91.0,0.99657,3.03,0.47,9.3,5
0.21,0.39,0.057,138.0,0.99176,3.05,0.52,10.9,5
0.3,0.28,0.042,177.0,0.99166,3.2,0.57,11.4,5
0.2,0.3,0.036,49.0,0.99242,2.99,0.73,10.3,5
0.18,0.3,0.033,57.0,0.99109,3.02,0.51,11.0,6
0.21,0.39,0.057,138.0,0.99176,3.05,0.52,10.9,5
0.17,0.34,0.042,111.0,0.99278,2.99,0.4,10.8,6
0.2,0.3,0.036,49.0,0.99242,2.99,0.73,10.3,5
0.18,0.3,0.033,57.0,0.99109,3.02,0.51,11.0,6
0.39,0.21,0.098,91.0,0.99657,3.03,0.47,9.3,5
0.21,0.62,0.041,113.0,0.99358,2.96,0.59,10.2,5
0.21,0.62,0.042,109.0,0.99358,2.96,0.59,10.2,6
0.17,0.34,0.042,111.0,0.99278,2.99,0.4,10.8,6
0.26,0.34,0.06,162.0,0.99705,3.24,0.52,10.5,3
0.28,0.38,0.052,156.0,0.9912,3.13,0.52,11.1,5
0.21,0.39,0.057,138.0,0.99176,3.05,0.52,10.9,5
0.3,0.28,0.042,177.0,0.99166,3.2,0.57,11.4,5
0.34,0.28,0.049,149.0,0.99677,3.22,0.49,10.3,5
0.43,0.32,0.042,106.0,0.99172,3.28,0.33,12.9,7
0.41,0.3,0.045,131.0,0.9953,3.12,0.59,9.9,5
0.4,0.24,0.036,131.0,0.99186,3.24,0.44,11.3,6
0.35,0.26,0.034,120.0,0.99188,3.38,0.4,11.5,6
0.35,0.26,0.034,120.0,0.99188,3.38,0.4,11.5,6
0.3,0.2,0.039,132.0,0.99158,3.0,0.38,10.7,5
0.28,0.28,0.042,139.0,0.99522,3.03,0.56,10.4,6
0.33,0.28,0.033,204.0,0.99176,3.17,0.64,12.5,6
0.26,0.49,0.052,197.0,0.99558,3.19,0.48,9.5,5
0.24,0.3,0.042,104.0,0.9911,3.05,0.56,11.3,7
0.46,0.21,0.034,88.0,0.99016,3.26,0.54,13.0,6
0.35,0.26,0.034,120.0,0.99188,3.38,0.4,11.5,6
0.23,0.18,0.053,99.0,0.98956,3.22,0.39,11.5,5
0.4,0.24,0.036,131.0,0.99186,3.24,0.44,11.3,6
0.44,0.23,0.035,100.0,0.99062,3.15,0.57,13.2,7
0.26,0.23,0.034,111.0,0.99274,3.46,0.28,11.5,7
0.31,0.19,0.086,130.0,0.993,2.83,0.44,9.6,5
0.31,0.19,0.086,130.0,0.993,2.83,0.44,9.6,5
0.15,0.29,0.058,110.0,0.9978,3.15,0.37,9.7,6
0.41,0.22,0.052,142.0,0.9946,3.14,0.62,9.2,5
0.31,0.23,0.052,113.0,0.99429,3.16,0.48,8.4,5
0.27,0.33,0.05,103.0,0.99002,3.0,0.45,12.4,6
0.27,0.33,0.05,103.0,0.99002,3.0,0.45,12.4,6
0.41,0.22,0.052,142.0,0.9946,3.14,0.62,9.2,5
0.31,0.23,0.052,113.0,0.99429,3.16,0.48,8.4,5
0.37,0.25,0.028,84.0,0.9909,3.14,0.36,11.7,6
0.21,0.5,0.036,191.0,0.99294,2.96,0.56,11.0,6
0.26,0.31,0.032,109.0,0.99044,2.97,0.43,11.9,6
0.34,0.28,0.028,100.0,0.98958,3.2,0.5,13.2,7
0.37,0.25,0.028,84.0,0.9909,3.14,0.36,11.7,6
0.32,0.23,0.055,176.0,0.9986,3.26,0.54,9.1,5
0.24,0.32,0.023,109.0,0.99262,3.34,0.35,12.6,6
0.32,0.23,0.055,176.0,0.9986,3.26,0.54,9.1,5
0.39,0.79,0.194,90.0,0.99212,3.17,0.46,10.5,6
0.31,0.43,0.047,87.0,0.99628,3.23,0.64,10.6,5
0.24,0.32,0.023,109.0,0.99262,3.34,0.35,12.6,6
0.17,0.29,0.03,123.0,0.98913,3.41,0.33,13.7,7
0.2,0.23,0.037,93.0,0.99021,3.36,0.49,12.0,6
0.32,0.26,0.031,120.0,0.99198,3.4,0.73,12.5,7
0.12,0.27,0.03,110.0,0.99226,3.55,0.68,12.1,6
0.18,0.29,0.032,137.0,0.99159,3.21,0.38,11.3,6
0.2,0.23,0.037,93.0,0.99021,3.36,0.49,12.0,6
0.17,0.27,0.049,104.0,0.99224,3.46,0.55,10.3,6
0.21,0.3,0.039,136.0,0.99068,3.27,0.31,12.7,6
0.25,0.26,0.048,207.0,0.99587,3.12,0.37,9.2,5
0.25,0.26,0.048,207.0,0.99587,3.12,0.37,9.2,5
0.22,0.3,0.054,152.0,0.99728,3.1,0.47,9.5,6
0.27,0.19,0.045,175.0,0.99364,3.16,0.34,10.1,6
0.27,0.19,0.045,175.0,0.99364,3.16,0.34,10.1,6
0.39,0.22,0.038,98.0,0.99018,3.25,0.53,13.0,7
0.31,0.38,0.04,101.0,0.98968,3.24,0.56,13.1,6
0.23,0.32,0.048,113.0,0.99178,3.1,0.55,11.0,6
0.25,0.26,0.048,207.0,0.99587,3.12,0.37,9.2,5
0.22,0.25,0.056,177.0,0.9961,3.08,0.36,9.4,6
0.22,0.3,0.054,152.0,0.99728,3.1,0.47,9.5,6
0.23,0.27,0.055,134.0,0.99534,3.16,0.4,10.2,6
0.27,0.19,0.045,175.0,0.99364,3.16,0.34,10.1,6
0.36,0.54,0.054,193.0,0.99864,3.06,0.49,8.6,4
0.37,0.51,0.094,181.0,0.99776,2.91,0.51,9.0,5
0.26,0.51,0.062,194.0,0.99545,3.13,0.5,9.6,5
0.22,0.27,0.057,98.0,0.99299,3.29,0.44,9.9,7
0.22,0.28,0.059,135.0,0.99665,3.2,0.38,10.5,5
0.28,0.31,0.053,98.0,0.99069,3.15,0.5,11.4,5
0.35,0.31,0.069,170.0,0.99692,3.18,0.49,9.4,5
0.73,0.2,0.054,65.0,0.99324,3.12,0.28,11.1,4
0.28,0.24,0.047,111.0,0.99896,3.1,0.45,8.9,6
0.28,0.24,0.047,111.0,0.99896,3.1,0.45,8.9,6
0.2,0.37,0.049,129.0,0.99226,3.15,0.52,10.8,5
0.33,0.31,0.045,143.0,0.99226,3.06,0.55,12.2,6
0.28,0.24,0.047,111.0,0.99896,3.1,0.45,8.9,6
0.24,0.36,0.029,63.0,0.99076,3.13,0.63,12.5,6
0.33,0.31,0.045,143.0,0.99226,3.06,0.55,12.2,6
0.24,0.36,0.029,63.0,0.99076,3.13,0.63,12.5,6
0.28,0.24,0.047,111.0,0.99896,3.1,0.45,8.9,6
0.27,0.26,0.046,127.0,0.9951,3.16,0.37,10.8,6
0.38,0.26,0.043,98.0,0.99234,2.99,0.31,11.4,6
0.2,0.37,0.049,129.0,0.99226,3.15,0.52,10.8,5
0.21,0.3,0.036,127.0,0.99368,3.18,0.39,10.6,5
0.34,0.1,0.044,63.0,0.9937,3.01,0.39,9.2,5
0.435,0.16,0.031,134.0,0.99151,3.24,0.46,12.2,6
0.25,0.33,0.021,76.0,0.99021,3.26,0.45,12.3,6
0.26,0.29,0.038,179.0,0.99479,3.23,0.56,10.4,6
0.24,0.3,0.035,172.0,0.9954,2.99,0.57,10.4,6
0.23,0.34,0.035,110.0,0.99176,3.07,0.55,11.0,7
0.21,0.3,0.036,127.0,0.99368,3.18,0.39,10.6,5
0.34,0.1,0.044,63.0,0.9937,3.01,0.39,9.2,5
0.65,0.12,0.013,10.0,0.99246,3.32,0.36,13.5,4
0.22,0.38,0.144,65.0,0.9908,2.95,0.64,11.4,6
0.27,0.26,0.071,69.0,0.98994,3.1,0.38,11.5,6
0.455,0.18,0.036,106.0,0.98746,3.21,0.83,14.0,7
0.33,0.3,0.036,88.0,0.99028,3.25,0.63,12.5,7
0.33,0.3,0.036,88.0,0.99028,3.25,0.63,12.5,7
0.31,0.3,0.038,83.0,0.98867,3.09,0.36,12.8,7
0.39,0.24,0.037,138.0,0.99174,3.23,0.43,11.2,7
0.39,0.24,0.037,138.0,0.99174,3.23,0.43,11.2,7
0.37,0.3,0.04,139.0,0.99021,3.17,0.27,13.6,6
0.23,0.82,0.149,109.0,0.99304,2.93,0.42,9.2,6
0.33,0.3,0.036,88.0,0.99028,3.25,0.63,12.5,7
0.25,0.32,0.054,105.0,0.99154,3.17,0.48,11.1,6
0.39,0.24,0.037,138.0,0.99174,3.23,0.43,11.2,7
0.455,0.18,0.036,106.0,0.98746,3.21,0.83,14.0,7
0.37,0.3,0.04,139.0,0.99021,3.17,0.27,13.6,6
0.28,0.51,0.056,206.0,0.9956,3.18,0.52,9.4,5
0.35,0.28,0.037,113.0,0.98779,3.12,0.4,14.2,7
0.31,0.28,0.035,107.0,0.98836,3.0,0.4,13.2,6
0.25,0.37,0.05,132.0,0.99138,3.04,0.53,11.2,6
0.36,0.34,0.057,173.0,0.99751,3.14,0.57,10.2,5
0.31,0.3,0.038,83.0,0.98867,3.09,0.36,12.8,7
0.31,0.3,0.045,109.0,0.99249,2.95,0.39,10.1,5
0.31,0.3,0.045,109.0,0.99249,2.95,0.39,10.1,5
0.22,0.33,0.031,95.0,0.99239,2.83,0.31,10.3,5
0.14,0.29,0.056,91.0,0.99512,3.19,0.33,9.9,6
0.22,0.31,0.046,106.0,0.99098,3.15,0.31,11.5,5
0.32,0.47,0.063,173.0,0.99872,3.18,0.56,9.0,5
0.32,0.47,0.063,173.0,0.99872,3.18,0.56,9.0,5
0.28,0.26,0.03,101.0,0.98894,3.03,0.41,12.1,6
0.3,0.28,0.036,106.0,0.988245,3.14,0.41,13.3,6
0.22,0.28,0.05,116.0,0.99326,3.22,0.6,11.5,8
0.31,0.21,0.039,67.0,0.99328,2.96,0.52,11.0,4
0.27,0.3,0.04,84.0,0.99222,3.28,0.53,10.7,6
0.46,0.2,0.046,184.0,0.99898,3.08,0.56,9.4,5
0.23,0.25,0.042,108.0,0.99486,3.44,0.61,10.3,6
0.36,0.36,0.185,151.0,0.99528,3.17,0.42,9.3,5
0.18,0.38,0.04,92.0,0.99062,2.88,0.6,12.0,6
0.27,0.32,0.048,159.0,0.99282,3.21,0.6,11.0,6
0.4,0.37,0.053,148.0,0.996,3.16,0.5,9.3,5
0.345,0.34,0.068,143.0,0.99138,3.24,0.4,10.1,5
0.23,0.39,0.053,106.0,0.99166,3.18,0.47,11.1,6
0.2,0.15,0.046,113.0,0.99408,2.99,0.58,9.9,6
0.27,0.32,0.048,161.0,0.99281,3.22,0.6,11.0,6
0.27,0.32,0.048,159.0,0.99282,3.21,0.6,11.0,6
0.3,0.33,0.042,127.0,0.98964,3.32,0.42,12.5,6
0.3,0.32,0.042,142.0,0.98952,3.31,0.44,12.7,7
0.14,0.3,0.045,105.0,0.99469,3.32,0.45,9.3,5
0.4,0.37,0.053,148.0,0.996,3.16,0.5,9.3,5
0.345,0.34,0.068,143.0,0.99138,3.24,0.4,10.1,5
0.33,0.2,0.066,161.0,0.9991,3.14,0.51,8.8,5
0.16,0.3,0.043,90.0,0.99047,2.88,0.47,11.2,6
0.22,0.3,0.038,122.0,0.99178,3.13,0.54,10.8,7
0.33,0.2,0.066,161.0,0.9991,3.14,0.51,8.8,5
0.16,0.3,0.043,90.0,0.99047,2.88,0.47,11.2,6
0.24,0.18,0.05,145.0,0.99207,3.24,0.46,10.3,5
0.31,0.36,0.026,87.0,0.99152,3.11,0.48,12.0,5
0.185,0.19,0.048,110.0,0.99438,3.26,0.41,9.5,6
0.185,0.19,0.048,110.0,0.99438,3.26,0.41,9.5,6
0.43,0.24,0.04,159.0,0.99622,3.14,0.54,9.8,6
0.39,0.46,0.084,170.0,0.99773,2.91,0.51,9.0,5
0.58,0.27,0.032,118.0,0.99088,3.17,0.53,13.0,7
0.34,0.32,0.044,116.0,0.99108,3.39,0.44,11.8,7
0.35,0.48,0.056,176.5,0.99803,2.97,0.52,8.8,5
0.38,0.23,0.05,102.0,0.99304,3.1,0.55,11.2,4
0.185,0.19,0.048,110.0,0.99438,3.26,0.41,9.5,6
0.27,0.51,0.049,200.0,0.99548,3.16,0.54,9.4,4
0.29,0.52,0.049,192.0,0.99551,3.16,0.51,9.5,6
0.17,0.3,0.034,125.0,0.99152,3.03,0.49,10.4,6
0.18,0.31,0.035,143.0,0.99572,3.08,0.49,9.8,7
0.17,0.3,0.034,125.0,0.99152,3.03,0.49,10.4,6
0.37,0.67,0.175,98.0,0.99244,3.06,0.56,10.3,6
0.27,0.51,0.049,200.0,0.99548,3.16,0.54,9.4,4
0.29,0.52,0.049,192.0,0.99551,3.16,0.51,9.5,6
0.24,0.26,0.033,134.0,0.9903,3.19,0.81,11.9,7
0.32,0.29,0.025,124.0,0.99162,3.15,0.65,12.8,7
